frame,node,parent,type,name,geometry,layout,bindings,reactions,review_scope
13:322,13:344,13:341,TEXT,"MindLeverX helps a business understand how it appears in AI answers, starting with ChatGPT, and identify evidence-led next actions. Observed answers and ordinary search readiness are separate signals.","[0, 210, 342, 174]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:345,13:340,FRAME,Frame,"[24, 464, 342, 116]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:346,13:345,INSTANCE,Button / Primary,"[0, 0, 342, 54]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:9""}]}","[{""action"": {""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}, ""actions"": [{""type"": ""NODE"", ""destinationId"": ""14:266"", ""navigation"": ""NAVIGATE"", ""transition"": null, ""resetVideoPosition"": false}], ""trigger"": {""type"": ""ON_CLICK""}}]",Structural inventory; findings and text review identify assessed defects
13:322,I13:346;3:8,13:346,TEXT,Label,"[16, 16, 310, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:348,13:345,FRAME,Secondary Action Frame,"[0, 66, 342, 50]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 0, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:349,13:348,TEXT,View illustrative report,"[103, 16, 136, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:350,13:340,FRAME,Hero Card Preview,"[24, 612, 342, 340]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 24, 24, 24, 24, 20, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:351,13:350,TEXT,PROPOSED OBSERVATION MATRIX,"[24, 24, 294, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:352,13:350,TEXT,Evidence over scores.,"[24, 62, 294, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:353,13:350,RECTANGLE,Rectangle,"[24, 113, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:354,13:350,FRAME,Frame,"[24, 134, 294, 70]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 4, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:355,13:354,TEXT,01 / Raw Search Readiness,"[0, 0, 294, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:356,13:354,TEXT,"Review crawlability, factual structure, and how clearly the site explains the business.","[0, 26, 294, 44]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:357,13:350,FRAME,Frame,"[24, 224, 294, 92]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 4, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:358,13:357,TEXT,02 / Observed LLM Answers,"[0, 0, 294, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:359,13:357,TEXT,Proposed qualified collection of documented ChatGPT answers for defined buyer questions.,"[0, 26, 294, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:360,13:322,FRAME,How It Works,"[0, 1266, 390, 1197]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 32, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:5""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:361,13:360,FRAME,Frame,"[24, 48, 342, 188]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:362,13:361,TEXT,PROPOSED AUDIT PIPELINE,"[0, 0, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:363,13:361,TEXT,How the proposed service works,"[0, 30, 342, 80]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:364,13:361,TEXT,"A proposed evidence-led process. Qualified collection, payment, private delivery, and recurring operations are not yet production-ready.","[0, 122, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:365,13:360,FRAME,Frame,"[24, 268, 342, 881]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:366,13:365,INSTANCE,Card / Audit area,"[0, 0, 342, 294]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 32, 32, 32, 32, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:366;3:10,13:366,TEXT,Index,"[33, 33, 276, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:366;3:11,13:366,TEXT,Title,"[33, 67, 276, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:366;3:12,13:366,TEXT,Body,"[33, 145, 276, 116]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:370,13:365,INSTANCE,Card / Audit area,"[0, 310, 342, 292]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 32, 32, 32, 32, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:370;3:10,13:370,TEXT,Index,"[33, 33, 276, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:370;3:11,13:370,TEXT,Title,"[33, 67, 276, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:370;3:12,13:370,TEXT,Body,"[33, 114, 276, 145]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:374,13:365,INSTANCE,Card / Audit area,"[0, 618, 342, 263]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 32, 32, 32, 32, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:12""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:374;3:10,13:374,TEXT,Index,"[33, 33, 276, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:374;3:11,13:374,TEXT,Title,"[33, 67, 276, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,I13:374;3:12,13:374,TEXT,Body,"[33, 114, 276, 116]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:378,13:322,FRAME,Client Deliverables,"[0, 2463, 390, 978]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 32, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""itemSpacing"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:14""}, ""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:379,13:378,FRAME,Frame,"[24, 48, 342, 196]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:380,13:379,TEXT,FUTURE-FACING BLUEPRINTS,"[0, 0, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:381,13:379,TEXT,What a client could receive,"[0, 34, 342, 80]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:382,13:379,TEXT,"These are proposed deliverables for review; exact scope, timing, collection, payment, and delivery remain unresolved.","[0, 130, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:383,13:378,FRAME,Frame,"[24, 276, 342, 366]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:384,13:383,FRAME,Frame,"[0, 0, 342, 81]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 6, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:385,13:384,TEXT,• Readiness Findings,"[0, 0, 342, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:386,13:384,TEXT,"A proposed review of crawlability, factual structure, and how clearly the site explains the business.","[0, 37, 342, 44]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:387,13:383,FRAME,Frame,"[0, 105, 342, 103]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 6, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:388,13:387,TEXT,• Observed-Answer Evidence,"[0, 0, 342, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:389,13:387,TEXT,"Proposed snapshots of ChatGPT answers for agreed buyer questions, with prompts, dates, sources, and context.","[0, 37, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:390,13:383,FRAME,Frame,"[0, 232, 342, 134]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 6, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:391,13:390,TEXT,• Prioritized Recommendations,"[0, 0, 342, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:392,13:390,TEXT,"A proposed priority list addressing clarity, evidence gaps, content structure, and search-readiness findings.","[0, 68, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:393,13:378,FRAME,Frame,"[24, 674, 342, 256]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 24, 24, 24, 24, 16, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:394,13:393,TEXT,DELIVERABLE SPECIMEN,"[24, 24, 294, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:395,13:393,TEXT,Proposed Report Anatomy,"[24, 58, 294, 31]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:396,13:393,RECTANGLE,Rectangle,"[24, 105, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:397,13:393,TEXT,"- Prompt wording, date, and relevant context - Source and reference links captured with context - Proposed next actions, clearly separated from findings","[24, 122, 294, 110]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:398,13:322,FRAME,Why Evidence Matters,"[0, 3441, 390, 597]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:5""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:399,13:398,TEXT,PROVABLE TRUTH VS. METRIC HYPE,"[24, 48, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:400,13:398,TEXT,"Prompts, screenshots, and context are more useful than unprovable scores.","[24, 90, 342, 200]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:401,13:398,TEXT,Observed LLM answers and general website search readiness answer entirely different questions. A high site speed score does not guarantee ChatGPT knows your product lines.,"[24, 314, 342, 145]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:402,13:398,TEXT,"The proposed evidence record preserves prompt wording, answer captures, dates, sources, and context so each observation can be reviewed.","[24, 483, 342, 66]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:403,13:322,FRAME,Illustrative Example Report,"[0, 4038, 390, 1088]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 48, 24, 48, 24, 24, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:15""}}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:404,13:403,FRAME,Frame,"[24, 48, 342, 144]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 8, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:405,13:404,TEXT,ILLUSTRATIVE REPORT STRUCTURE,"[0, 0, 342, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:406,13:404,TEXT,Illustrative Report Brief,"[0, 26, 342, 80]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:407,13:404,FRAME,Frame,"[0, 114, 197, 30]","[""HORIZONTAL"", ""HUG"", ""HUG"", ""NO_WRAP"", 6, 12, 6, 12, 0, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:408,13:407,TEXT,ILLUSTRATIVE EXAMPLE ONLY,"[12, 6, 173, 18]",null,null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:409,13:403,FRAME,Frame,"[24, 216, 342, 824]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 24, 24, 24, 24, 20, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""paddingLeft"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingTop"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingRight"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""paddingBottom"": {""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:13""}, ""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:4""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:410,13:409,FRAME,Frame,"[24, 24, 294, 152]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 8, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:411,13:410,TEXT,Illustrative profile: example business,"[0, 0, 294, 62]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:7""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:412,13:410,TEXT,Illustrative scope: defined buyer questions — not yet collected,"[0, 70, 294, 44]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:413,13:410,FRAME,Frame,"[0, 122, 162, 30]","[""HORIZONTAL"", ""HUG"", ""HUG"", ""NO_WRAP"", 4, 12, 4, 12, 0, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:414,13:413,TEXT,NOT YET COLLECTED,"[12, 4, 138, 22]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:415,13:409,RECTANGLE,Rectangle,"[24, 196, 294, 1]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:416,13:409,FRAME,Frame,"[24, 217, 294, 384]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 0, 0, 0, 0, 12, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]",null,null,Structural inventory; findings and text review identify assessed defects
13:322,13:417,13:416,FRAME,Frame,"[0, 0, 294, 120]","[""VERTICAL"", ""FILL"", ""HUG"", ""NO_WRAP"", 16, 16, 16, 16, 4, false, ""AUTO"", {""horizontal"": ""MIN"", ""vertical"": ""MIN""}, null, null]","{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:3""}], ""strokes"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:6""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:418,13:417,TEXT,CITATION PRESENCE,"[16, 16, 119, 18]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:8""}]}",null,Structural inventory; findings and text review identify assessed defects
13:322,13:419,13:417,TEXT,Illustrative,"[16, 38, 169, 40]",null,"{""fills"": [{""type"": ""VARIABLE_ALIAS"", ""id"": ""VariableID:2:10""}]}",null,Structural inventory; findings and text review identify assessed defects
