source_id,title,url,record_statuses,recorded_check_dates,latest_retrieval_scope,hands_on_scope
REF-aceccc0ff4e1,https://lucyeden.design/courses/masteryourmoodboards,https://lucyeden.design/courses/masteryourmoodboards,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-73ca7d332494,https://www.edenbrands.us/,https://www.edenbrands.us/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-465ff2fed195,https://www.edenbrands.us/case-studies/marlowe-and-sage,https://www.edenbrands.us/case-studies/marlowe-and-sage,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-149bbe703b2f,https://www.edenbrands.us/case-studies/michelle-elman,https://www.edenbrands.us/case-studies/michelle-elman,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-16704c407e79,https://www.edenbrands.us/case-studies/splatter,https://www.edenbrands.us/case-studies/splatter,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-7b88e64b15b6,https://www.edenbrands.us/for-designers/critiques-paused,https://www.edenbrands.us/for-designers/critiques-paused,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-a8d076d590ec,https://www.edenbrands.us/services,https://www.edenbrands.us/services,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-4339759b547c,https://www.lemon8-app.com/%40lucyedendesign/7531190561589707295?region=us,https://www.lemon8-app.com/%40lucyedendesign/7531190561589707295?region=us,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-d97c2925a7c6,https://www.lemon8-app.com/%40lucyedendesign/7612669451389583886?region=us,https://www.lemon8-app.com/%40lucyedendesign/7612669451389583886?region=us,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-bc10b4006e64,https://www.linkedin.com/posts/lucy-eden-94623722b_i-hear-this-too-much-i-cant-tell-what-activity-7487507522963197952-6GTP,https://www.linkedin.com/posts/lucy-eden-94623722b_i-hear-this-too-much-i-cant-tell-what-activity-7487507522963197952-6GTP,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-325416b74414,https://www.tiktok.com/@lucyedendesign/video/7660899353157963022,https://www.tiktok.com/@lucyedendesign/video/7660899353157963022,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-94658e92ae9e,https://www.tiktok.com/@lucyedendesign/video/7665353012268829965,https://www.tiktok.com/@lucyedendesign/video/7665353012268829965,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-9677356492a6,https://www.tiktok.com/@lucyedendesign/video/7667207871783898381,https://www.tiktok.com/@lucyedendesign/video/7667207871783898381,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-79a9038a2fca,https://www.tiktok.com/@lucyedendesign/video/7669805166178209037,https://www.tiktok.com/@lucyedendesign/video/7669805166178209037,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-6d61eafe9e07,https://www.tiktok.com/@lucyedendesign/video/7681680467858312462,https://www.tiktok.com/@lucyedendesign/video/7681680467858312462,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-31a93f7f2104,https://cari.institute/aesthetics/austurbane,https://cari.institute/aesthetics/austurbane,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-2869deefbe86,https://cari.institute/aesthetics/nu-brutalism,https://cari.institute/aesthetics/nu-brutalism,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-5131d817026c,https://cari.institute/faq,https://cari.institute/faq,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-f46f8ab5ca54,https://damuseum.ru/archive/formula-gzheli/,https://damuseum.ru/archive/formula-gzheli/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-580fe0187427,https://farfor-gzhel.com/en/the-award-at-home-in-the-nomination-design-and-craft/,https://farfor-gzhel.com/en/the-award-at-home-in-the-nomination-design-and-craft/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-27c2e3dad46c,https://risottostudio.com/pages/advanced-print-setup,https://risottostudio.com/pages/advanced-print-setup,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-f2b7ea092438,https://unesco.ru/en/news/gjel37/,https://unesco.ru/en/news/gjel37/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-d9db271af126,https://www.colorado.edu/anthropology/sites/default/files/attached-files/5leshkowichjonesft.pdf,https://www.colorado.edu/anthropology/sites/default/files/attached-files/5leshkowichjonesft.pdf,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-10e425087c04,https://www.demorgan.org.uk/de-morgan-x-loewe-autumn-winter-2019/,https://www.demorgan.org.uk/de-morgan-x-loewe-autumn-winter-2019/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-f1845bdd0102,https://www.pagemasters.co/risograph,https://www.pagemasters.co/risograph,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-5c71c93f0c04,https://www.riba.org/explore/riba-collections/architectural-styles/brutalism-movement/,https://www.riba.org/explore/riba-collections/architectural-styles/brutalism-movement/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-fb350a67b3db,https://www.riso.co.jp/english/product/digital_dup/history/index.html,https://www.riso.co.jp/english/product/digital_dup/history/index.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-2d8de81fb127,https://www.vam.ac.uk/articles/chinoiserie-an-introduction,https://www.vam.ac.uk/articles/chinoiserie-an-introduction,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-66f08279a094,https://palmerlab.berkeley.edu/pdf/Palmer.pdf,https://palmerlab.berkeley.edu/pdf/Palmer.pdf,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-55698ab5cc22,https://web.dev/articles/animations-and-performance,https://web.dev/articles/animations-and-performance,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-83121aff81c2,https://www.cooperhewitt.org/2014/12/05/making-a-poster-is-a-process/,https://www.cooperhewitt.org/2014/12/05/making-a-poster-is-a-process/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-b6b83b63da8f,https://www.cooperhewitt.org/exhibitions/how-posters-work/,https://www.cooperhewitt.org/exhibitions/how-posters-work/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-9a3f9942518e,https://www.nature.com/articles/s41562-021-01097-6,https://www.nature.com/articles/s41562-021-01097-6,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-fbccfb967f9d,https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html,https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-ee418d8caaae,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,https://www.w3.org/WAI/WCAG22/Understanding/reflow.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-44b7b063ca6f,https://rgd.ca/members/profile/dkurien,https://rgd.ca/members/profile/dkurien,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-abc1f74cffb2,https://www.rayvn.io/,https://www.rayvn.io/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-2da20857afcc,https://www.tiktok.com/@asongstudio_/video/7670159787224583445,https://www.tiktok.com/@asongstudio_/video/7670159787224583445,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-ca463188ef0c,https://www.tiktok.com/@beth__brickman/video/7343277845600406817,https://www.tiktok.com/@beth__brickman/video/7343277845600406817,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-d21d888ae24a,https://www.tiktok.com/@denny.kurien/video/7667904571498384661,https://www.tiktok.com/@denny.kurien/video/7667904571498384661,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-931bb73494b4,https://www.tiktok.com/@denny.kurien/video/7673955542695496980,https://www.tiktok.com/@denny.kurien/video/7673955542695496980,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-5a446acb3677,https://www.tiktok.com/@denny.kurien/video/7676189059227667732,https://www.tiktok.com/@denny.kurien/video/7676189059227667732,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-6f152ca99fbd,https://www.tiktok.com/@denny.kurien/video/7679042928613903636,https://www.tiktok.com/@denny.kurien/video/7679042928613903636,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-d6b8a06c83ad,https://www.tiktok.com/@denny.kurien/video/7680157545746418964,https://www.tiktok.com/@denny.kurien/video/7680157545746418964,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-7fb9f530f923,https://www.tiktok.com/@denny.kurien/video/7681998550053440789,https://www.tiktok.com/@denny.kurien/video/7681998550053440789,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-ac998fb12afa,https://www.tiktok.com/@eulahdesign/video/7148236389027515675,https://www.tiktok.com/@eulahdesign/video/7148236389027515675,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-caa852700d25,https://www.tiktok.com/@kelseyslaydesign/video/7197082637142396202,https://www.tiktok.com/@kelseyslaydesign/video/7197082637142396202,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-c74115811f3c,https://www.tiktok.com/@marnovya/video/7485078214742789398,https://www.tiktok.com/@marnovya/video/7485078214742789398,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-1f09f13c81b7,https://www.tiktok.com/@nicoleweberdesign/video/7372265139833179434,https://www.tiktok.com/@nicoleweberdesign/video/7372265139833179434,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-a93829cc34c4,https://www.tiktok.com/@staseradigital/video/7669551984986410262,https://www.tiktok.com/@staseradigital/video/7669551984986410262,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-8eaa0bb9c705,https://www.tiktok.com/channel/graphic-design,https://www.tiktok.com/channel/graphic-design,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-295954a3c52e,https://www.tiktok.com/channel/graphic-design-styles?lang=en,https://www.tiktok.com/channel/graphic-design-styles?lang=en,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-02208dfa7963,https://www.tiktok.com/channel/packaging-design?lang=en,https://www.tiktok.com/channel/packaging-design?lang=en,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-8178c0efca99,https://agencecartier.com/en/projects/farinart-a-new-identity-crops-up/,https://agencecartier.com/en/projects/farinart-a-new-identity-crops-up/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-a35070d33384,https://microsoft.design/articles/an-emoji-for-your-thoughts-2/,https://microsoft.design/articles/an-emoji-for-your-thoughts-2/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-a2a47d8571f5,https://play.studio/work/adobe-max,https://play.studio/work/adobe-max,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-bb68698cba27,https://www.3m.com/3M/en_US/p/d/v000096543/,https://www.3m.com/3M/en_US/p/d/v000096543/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-02becc8c99fb,https://www.behance.net/gallery/127686975/Simplicity-21,https://www.behance.net/gallery/127686975/Simplicity-21,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-fa8f91bb2f05,https://www.pentagram.com/work/american-weed-co,https://www.pentagram.com/work/american-weed-co,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-998e50f36ef3,https://www.pentagram.com/work/intrinsic,https://www.pentagram.com/work/intrinsic,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-b17a9d9b9343,https://web.dev/articles/animations-guide,https://web.dev/articles/animations-guide,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-8232309f42d1,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-how-well-the-system-can-do-what-it-can-do/,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-how-well-the-system-can-do-what-it-can-do/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-013dc6352315,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-what-the-system-can-do/,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-what-the-system-can-do/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-c3af2076b752,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-why-the-system-did-what-it-did/,https://www.microsoft.com/en-us/haxtoolkit/guideline/make-clear-why-the-system-did-what-it-did/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-996cfc0e6075,https://www.microsoft.com/en-us/haxtoolkit/guideline/support-efficient-correction/,https://www.microsoft.com/en-us/haxtoolkit/guideline/support-efficient-correction/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-83b98d83c260,https://www.w3.org/WAI/ARIA/apg/patterns/disclosure/,https://www.w3.org/WAI/ARIA/apg/patterns/disclosure/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-394b5fd06d3c,https://www.w3.org/WAI/WCAG22/Understanding/focus-visible.html,https://www.w3.org/WAI/WCAG22/Understanding/focus-visible.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-90c92b2defe5,https://www.w3.org/WAI/WCAG22/Understanding/status-messages.html,https://www.w3.org/WAI/WCAG22/Understanding/status-messages.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-246a02fe3ddc,https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum,https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-c3856f70de40,https://www.w3.org/WAI/WCAG22/Understanding/use-of-color.html,https://www.w3.org/WAI/WCAG22/Understanding/use-of-color.html,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-f5df1c10af5e,https://dirtverse.co/,https://dirtverse.co/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-c68e509481c3,https://tothebrim.studio/,https://tothebrim.studio/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-6a3d439e5a72,https://www.framer.com/community/gallery/amitgoyani-com/,https://www.framer.com/community/gallery/amitgoyani-com/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-fd2c06efb9ce,https://www.framer.com/community/gallery/jowinski-fr/,https://www.framer.com/community/gallery/jowinski-fr/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-82521c3eaafe,https://www.future-human.de/,https://www.future-human.de/,linked-in-imported-research,,see original record; not refreshed in lab wave,not established by this catalog
REF-c23f3e7cbb0e,Claude Code — Overview,https://code.claude.com/docs/en/overview,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-4e2e9550f385,Documentation index (docs map),https://code.claude.com/docs/en/claude_code_docs_map.md,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-a21b84bdeaaf,Quickstart,https://code.claude.com/docs/en/quickstart,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-0526bc130098,Advanced setup,https://code.claude.com/docs/en/setup,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-3b3cc92a63bf,CLI reference,https://code.claude.com/docs/en/cli-reference,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-d4f4e2941ed1,Headless mode,https://code.claude.com/docs/en/headless,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-d4420b4b52b2,Settings (settings.json),https://code.claude.com/docs/en/settings,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-7b0e64d48534,Configure permissions,https://code.claude.com/docs/en/permissions,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-c8a9703cc1eb,Choose a permission mode,https://code.claude.com/docs/en/permission-modes,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-f1c064262dc8,Memory (CLAUDE.md and auto memory),https://code.claude.com/docs/en/memory,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-20106b0f3bee,Hooks reference,https://code.claude.com/docs/en/hooks,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e843f93261f0,Hooks guide,https://code.claude.com/docs/en/hooks-guide,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-1ce67529b68b,Commands reference,https://code.claude.com/docs/en/commands,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-542f21c1085b,Extend Claude with skills,https://code.claude.com/docs/en/skills,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-7dc93e85c023,Subagents,https://code.claude.com/docs/en/sub-agents,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e8ecdafbf282,MCP (full reference),https://code.claude.com/docs/en/mcp,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e4abc8238ac8,MCP quickstart,https://code.claude.com/docs/en/mcp-quickstart,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-fc9dd52a1466,Create plugins,https://code.claude.com/docs/en/plugins,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-34a8f3c5e832,Plugin marketplaces,https://code.claude.com/docs/en/plugin-marketplaces,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-fe3568ee5c1b,Discover plugins,https://code.claude.com/docs/en/discover-plugins,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e80a6d455d2f,Plugins reference,https://code.claude.com/docs/en/plugins-reference,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-0d633fbd8ab5,GitHub Actions,https://code.claude.com/docs/en/github-actions,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-29143b6fee0e,VS Code,https://code.claude.com/docs/en/vs-code,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-5ca7e27787d1,JetBrains IDEs,https://code.claude.com/docs/en/jetbrains,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-3d68ad8e1324,Claude Code changelog,https://code.claude.com/docs/en/changelog,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-d69a094d34b1,Agent SDK overview,https://code.claude.com/docs/en/agent-sdk/overview,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-c707a9ae9209,Agent SDK quickstart,https://code.claude.com/docs/en/agent-sdk/quickstart,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-2aa41a0f518b,Agent SDK — Python reference,https://code.claude.com/docs/en/agent-sdk/python,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-2b13ae4354ab,Agent SDK — TypeScript reference,https://code.claude.com/docs/en/agent-sdk/typescript,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-8a6dfe25191d,Agent SDK — permissions,https://code.claude.com/docs/en/agent-sdk/permissions,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-1ff2a59e927c,Agent SDK — custom tools,https://code.claude.com/docs/en/agent-sdk/custom-tools,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e849f62b2ac2,Agent SDK — MCP,https://code.claude.com/docs/en/agent-sdk/mcp,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-1ce8b25cb84b,Agent SDK — subagents,https://code.claude.com/docs/en/agent-sdk/subagents,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-057bef75a589,Agent SDK — hooks,https://code.claude.com/docs/en/agent-sdk/hooks,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-e027419555c8,anthropics/claude-agent-sdk-python,https://github.com/anthropics/claude-agent-sdk-python,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-af204ca9c0d8,anthropics/claude-agent-sdk-typescript,https://github.com/anthropics/claude-agent-sdk-typescript,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-8b4f991ebeda,Claude Code user FAQ,https://support.claude.com/en/articles/14554922-claude-code-user-faq,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-6320218e4ff5,Claude Code help collection,https://support.claude.com/en/collections/14445694-claude-code,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-794f4f1d07d6,Get started with Claude Cowork,https://support.claude.com/en/articles/13345190-get-started-with-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-4a801ac42a12,"Cowork on web, desktop, and mobile",https://support.claude.com/en/articles/15520349-use-claude-cowork-on-web-desktop-and-mobile,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-ac8c554063e6,Cowork architecture overview,https://support.claude.com/en/articles/14479288-claude-cowork-architecture-overview,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-90ff3c5f3b1b,Schedule recurring tasks,https://support.claude.com/en/articles/13854387-schedule-recurring-tasks-in-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-aa7df4c313e4,Live artifacts,https://support.claude.com/en/articles/14729249-use-live-artifacts-in-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-bee6c804145a,Projects in Cowork,https://support.claude.com/en/articles/14116274-organize-your-tasks-with-projects-in-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-5399f0c3ad8a,Use Claude Cowork safely,https://support.claude.com/en/articles/13364135-use-claude-cowork-safely,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-a66e911bb851,Computer use in Cowork,https://support.claude.com/en/articles/14128542-let-claude-use-your-computer-in-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-7d0db733ce41,Assign tasks from anywhere (Dispatch),https://support.claude.com/en/articles/13947068-assign-tasks-from-anywhere-in-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-ce0320e417c7,Cowork on Team and Enterprise,https://support.claude.com/en/articles/13455879-use-claude-cowork-on-team-and-enterprise-plans,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-1ea54e436729,Monitor Cowork with OpenTelemetry,https://support.claude.com/en/articles/14477985-monitor-claude-cowork-activity-with-opentelemetry,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-11628e8ff165,Use plugins in Claude,https://support.claude.com/en/articles/13837440-use-plugins-in-claude,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-6ee3c0df4b82,"Skills, connectors and plugins directory",https://support.claude.com/en/articles/14328846-browse-skills-connectors-and-plugins-in-one-directory,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-d8344e771cb9,Use skills in Claude,https://support.claude.com/en/articles/12512180-use-skills-in-claude,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-d041e8447b93,Use connectors,https://support.claude.com/en/articles/11176164-use-connectors-to-extend-claude-s-capabilities,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-425d20a5bf8e,Cowork help collection,https://support.claude.com/en/collections/19667525-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-612e89f46ad5,Claude Cowork product page,https://www.anthropic.com/product/claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-7cea96d8fb70,Customize Claude Cowork,https://claude.com/resources/tutorials/customize-claude-cowork,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-90f4749affde,Release notes (Claude apps),https://support.claude.com/en/articles/12138966-release-notes,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-2d6ba8fc0269,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-c45b44d53914,anthropics/claude-plugins-community,https://github.com/anthropics/claude-plugins-community,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-0dba0c3d7be3,Introducing Claude Design by Anthropic Labs,https://www.anthropic.com/news/claude-design-anthropic-labs,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-c1ae6368f57e,Get started with Claude Design,https://support.claude.com/en/articles/14604416-get-started-with-claude-design,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-3ce3683e531e,Set up your design system,https://support.claude.com/en/articles/14604397-set-up-your-design-system-in-claude-design,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-35227de5bf79,Claude Design admin guide,https://support.claude.com/en/articles/14604406-claude-design-admin-guide-for-team-and-enterprise-plans,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-8330c219eab8,Claude for Creative Work,https://www.anthropic.com/news/claude-for-creative-work,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-c49db9436032,Prompt engineering overview,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/overview,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
REF-da45de5646cb,Prompting best practices,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,historical-register-assertion; linked-not-refetched,2026-08-17,see original record; not refreshed in lab wave,not established by this catalog
